order_date,order_line,order_id,quantity,price,total_price,model,category_1,category_2,frame_material,bikeshop_name,city,state
2014-08-26T00:00:00Z,21,1405,1,7460,7460,Scalpel-Si Hi-Mod 1,Mountain,Cross Country Race,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-08-26T00:00:00Z,22,1405,1,3730,3730,Fat CAAD1,Mountain,Fat Bike,Aluminum,Ithaca Mountain Climbers,Ithaca,NY
2014-08-26T00:00:00Z,1,1406,1,4480,4480,Habit Carbon SE,Mountain,Trail,Carbon,Denver Bike Shop,Denver,CO
2014-08-26T00:00:00Z,2,1406,1,3200,3200,Scalpel-Si 5,Mountain,Cross Country Race,Aluminum,Denver Bike Shop,Denver,CO
2014-08-26T00:00:00Z,3,1406,1,6390,6390,Scalpel-Si Carbon 2,Mountain,Cross Country Race,Carbon,Denver Bike Shop,Denver,CO
2014-08-26T00:00:00Z,4,1406,1,3730,3730,Habit Carbon 3,Mountain,Trail,Carbon,Denver Bike Shop,Denver,CO
2014-08-26T00:00:00Z,5,1406,1,815,815,CAAD8 Claris,Road,Elite Road,Aluminum,Denver Bike Shop,Denver,CO
2014-08-26T00:00:00Z,6,1406,1,1840,1840,Supersix Evo Tiagra,Road,Elite Road,Carbon,Denver Bike Shop,Denver,CO
2014-08-26T00:00:00Z,7,1406,1,415,415,Catalyst 4,Mountain,Sport,Aluminum,Denver Bike Shop,Denver,CO
2014-08-26T00:00:00Z,8,1406,2,4260,8520,Scalpel 29 Carbon 3,Mountain,Cross Country Race,Carbon,Denver Bike Shop,Denver,CO
2014-08-26T00:00:00Z,9,1406,1,1840,1840,Syapse Carbon Tiagra,Road,Endurance Road,Carbon,Denver Bike Shop,Denver,CO
2014-08-26T00:00:00Z,10,1406,1,3200,3200,Scalpel 29 4,Mountain,Cross Country Race,Aluminum,Denver Bike Shop,Denver,CO
2014-08-26T00:00:00Z,11,1406,1,3200,3200,CAAD12 Red,Road,Elite Road,Aluminum,Denver Bike Shop,Denver,CO
2014-08-26T00:00:00Z,12,1406,1,7460,7460,Synapse Hi-Mod Disc Red,Road,Endurance Road,Carbon,Denver Bike Shop,Denver,CO
2014-08-26T00:00:00Z,13,1406,2,1620,3240,Beast of the East 3,Mountain,Trail,Aluminum,Denver Bike Shop,Denver,CO
2014-08-26T00:00:00Z,14,1406,3,815,2445,Trail 5,Mountain,Sport,Aluminum,Denver Bike Shop,Denver,CO
2014-08-26T00:00:00Z,15,1406,1,5330,5330,Scalpel 29 Carbon 2,Mountain,Cross Country Race,Carbon,Denver Bike Shop,Denver,CO
2014-08-26T00:00:00Z,16,1406,1,1250,1250,Synapse Disc Tiagra,Road,Endurance Road,Aluminum,Denver Bike Shop,Denver,CO
2014-08-26T00:00:00Z,17,1406,1,2240,2240,Supersix Evo 105,Road,Elite Road,Carbon,Denver Bike Shop,Denver,CO
2014-08-26T00:00:00Z,18,1406,1,4800,4800,F-Si Carbon 2,Mountain,Cross Country Race,Carbon,Denver Bike Shop,Denver,CO
2014-08-26T00:00:00Z,19,1406,1,1950,1950,Habit 6,Mountain,Trail,Aluminum,Denver Bike Shop,Denver,CO
2014-08-26T00:00:00Z,20,1406,1,2240,2240,CAAD12 Ultegra,Road,Elite Road,Aluminum,Denver Bike Shop,Denver,CO
2014-08-26T00:00:00Z,21,1406,2,3730,7460,Trigger Carbon 3,Mountain,Over Mountain,Carbon,Denver Bike Shop,Denver,CO
2014-08-26T00:00:00Z,22,1406,1,12790,12790,Scalpel-Si Black Inc.,Mountain,Cross Country Race,Carbon,Denver Bike Shop,Denver,CO
2014-08-26T00:00:00Z,23,1406,1,7460,7460,Habit Carbon 1,Mountain,Trail,Carbon,Denver Bike Shop,Denver,CO
2014-08-26T00:00:00Z,24,1406,3,2130,6390,Fat CAAD2,Mountain,Fat Bike,Aluminum,Denver Bike Shop,Denver,CO
2014-08-26T00:00:00Z,25,1406,1,7990,7990,Jekyll Carbon 1,Mountain,Over Mountain,Carbon,Denver Bike Shop,Denver,CO
2014-08-27T00:00:00Z,1,1407,1,7460,7460,Scalpel-Si Hi-Mod 1,Mountain,Cross Country Race,Carbon,Denver Bike Shop,Denver,CO
2014-08-27T00:00:00Z,2,1407,1,3730,3730,Trigger Carbon 3,Mountain,Over Mountain,Carbon,Denver Bike Shop,Denver,CO
2014-08-27T00:00:00Z,3,1407,2,4800,9600,Synapse Carbon Disc Ultegra D12,Road,Endurance Road,Carbon,Denver Bike Shop,Denver,CO
2014-08-27T00:00:00Z,4,1407,1,585,585,Catalyst 2,Mountain,Sport,Aluminum,Denver Bike Shop,Denver,CO
2014-08-27T00:00:00Z,5,1407,1,480,480,Catalyst 3,Mountain,Sport,Aluminum,Denver Bike Shop,Denver,CO
2014-08-27T00:00:00Z,6,1407,1,2240,2240,CAAD12 Ultegra,Road,Elite Road,Aluminum,Denver Bike Shop,Denver,CO
2014-08-27T00:00:00Z,7,1407,2,2880,5760,Habit 4,Mountain,Trail,Aluminum,Denver Bike Shop,Denver,CO
2014-08-27T00:00:00Z,8,1407,4,2130,8520,Fat CAAD2,Mountain,Fat Bike,Aluminum,Denver Bike Shop,Denver,CO
2014-08-27T00:00:00Z,9,1407,1,1030,1030,CAAD8 Sora,Road,Elite Road,Aluminum,Denver Bike Shop,Denver,CO
2014-08-27T00:00:00Z,10,1407,1,3200,3200,Synapse Carbon Ultegra 3,Road,Endurance Road,Carbon,Denver Bike Shop,Denver,CO
2014-08-27T00:00:00Z,11,1407,1,1840,1840,Supersix Evo Tiagra,Road,Elite Road,Carbon,Denver Bike Shop,Denver,CO
2014-08-27T00:00:00Z,12,1407,1,5330,5330,Habit Carbon 2,Mountain,Trail,Carbon,Denver Bike Shop,Denver,CO
2014-08-27T00:00:00Z,13,1407,2,3730,7460,Habit Carbon 3,Mountain,Trail,Carbon,Denver Bike Shop,Denver,CO
2014-08-27T00:00:00Z,14,1407,1,1520,1520,Trail 1,Mountain,Sport,Aluminum,Denver Bike Shop,Denver,CO
2014-08-28T00:00:00Z,1,1408,2,1960,3920,SuperX 105,Road,Cyclocross,Carbon,Minneapolis Bike Shop,Minneapolis,MN
2014-08-28T00:00:00Z,2,1408,1,1950,1950,CAAD12 Disc 105,Road,Elite Road,Aluminum,Minneapolis Bike Shop,Minneapolis,MN
2014-08-28T00:00:00Z,3,1408,1,3730,3730,Habit Carbon 3,Mountain,Trail,Carbon,Minneapolis Bike Shop,Minneapolis,MN
2014-08-28T00:00:00Z,4,1408,1,5330,5330,Habit Carbon 2,Mountain,Trail,Carbon,Minneapolis Bike Shop,Minneapolis,MN
2014-08-28T00:00:00Z,5,1408,1,3200,3200,Scalpel 29 4,Mountain,Cross Country Race,Aluminum,Minneapolis Bike Shop,Minneapolis,MN
2014-08-28T00:00:00Z,1,1409,1,7460,7460,Synapse Hi-Mod Disc Red,Road,Endurance Road,Carbon,New Orleans Velocipedes,New Orleans,LA
2014-08-28T00:00:00Z,1,1410,1,6070,6070,Jekyll Carbon 2,Mountain,Over Mountain,Carbon,Ithaca Mountain Climbers,Ithaca,NY
2014-09-01T00:00:00Z,1,1411,1,2340,2340,Habit 5,Mountain,Trail,Aluminum,Ann Arbor Speed,Ann Arbor,MI
2014-09-01T00:00:00Z,2,1411,1,2880,2880,F-Si Carbon 4,Mountain,Cross Country Race,Carbon,Ann Arbor Speed,Ann Arbor,MI
2014-09-01T00:00:00Z,3,1411,1,3500,3500,SuperX Hi-Mod CX1,Road,Cyclocross,Carbon,Ann Arbor Speed,Ann Arbor,MI
2014-09-01T00:00:00Z,4,1411,1,1350,1350,Trail 2,Mountain,Sport,Aluminum,Ann Arbor Speed,Ann Arbor,MI
2014-09-01T00:00:00Z,5,1411,1,7990,7990,Supersix Evo Hi-Mod Dura Ace 1,Road,Elite Road,Carbon,Ann Arbor Speed,Ann Arbor,MI
2014-09-01T00:00:00Z,6,1411,1,2660,2660,CAAD Disc Ultegra,Road,Elite Road,Aluminum,Ann Arbor Speed,Ann Arbor,MI
2014-09-01T00:00:00Z,7,1411,2,1950,3900,Habit 6,Mountain,Trail,Aluminum,Ann Arbor Speed,Ann Arbor,MI
2014-09-01T00:00:00Z,8,1411,1,3200,3200,Jekyll Carbon 4,Mountain,Over Mountain,Carbon,Ann Arbor Speed,Ann Arbor,MI
2014-09-01T00:00:00Z,9,1411,1,1950,1950,Slice 105,Road,Triathalon,Carbon,Ann Arbor Speed,Ann Arbor,MI
2014-09-01T00:00:00Z,10,1411,1,5330,5330,Supersix Evo Hi-Mod Dura Ace 2,Road,Elite Road,Carbon,Ann Arbor Speed,Ann Arbor,MI
2014-09-01T00:00:00Z,11,1411,1,2880,2880,Habit 4,Mountain,Trail,Aluminum,Ann Arbor Speed,Ann Arbor,MI
2014-09-01T00:00:00Z,12,1411,1,1840,1840,Syapse Carbon Tiagra,Road,Endurance Road,Carbon,Ann Arbor Speed,Ann Arbor,MI
2014-09-01T00:00:00Z,13,1411,1,1570,1570,Synapse Disc 105,Road,Endurance Road,Aluminum,Ann Arbor Speed,Ann Arbor,MI
2014-09-01T00:00:00Z,14,1411,1,2240,2240,Supersix Evo 105,Road,Elite Road,Carbon,Ann Arbor Speed,Ann Arbor,MI
2014-09-01T00:00:00Z,15,1411,1,3200,3200,CAAD12 Red,Road,Elite Road,Aluminum,Ann Arbor Speed,Ann Arbor,MI
2014-09-01T00:00:00Z,16,1411,1,4500,4500,Slice Hi-Mod Dura Ace D12,Road,Triathalon,Carbon,Ann Arbor Speed,Ann Arbor,MI
2014-09-01T00:00:00Z,17,1411,1,1840,1840,Supersix Evo Tiagra,Road,Elite Road,Carbon,Ann Arbor Speed,Ann Arbor,MI
2014-09-01T00:00:00Z,18,1411,1,2660,2660,Synapse Carbon Disc 105,Road,Endurance Road,Carbon,Ann Arbor Speed,Ann Arbor,MI
2014-09-01T00:00:00Z,19,1411,1,1250,1250,CAAD8 Tiagra,Road,Elite Road,Aluminum,Ann Arbor Speed,Ann Arbor,MI
2014-09-01T00:00:00Z,20,1411,1,1840,1840,F-Si 3,Mountain,Cross Country Race,Aluminum,Ann Arbor Speed,Ann Arbor,MI
2014-09-01T00:00:00Z,21,1411,1,2700,2700,Slice Ultegra,Road,Triathalon,Carbon,Ann Arbor Speed,Ann Arbor,MI
2014-09-01T00:00:00Z,22,1411,1,2660,2660,Synapse Carbon Ultegra 4,Road,Endurance Road,Carbon,Ann Arbor Speed,Ann Arbor,MI
2014-09-01T00:00:00Z,23,1411,2,585,1170,Catalyst 2,Mountain,Sport,Aluminum,Ann Arbor Speed,Ann Arbor,MI
2014-09-01T00:00:00Z,24,1411,1,1950,1950,CAAD12 Disc 105,Road,Elite Road,Aluminum,Ann Arbor Speed,Ann Arbor,MI
2014-09-01T00:00:00Z,25,1411,1,1750,1750,SuperX Rival CX1,Road,Cyclocross,Carbon,Ann Arbor Speed,Ann Arbor,MI
2014-09-01T00:00:00Z,26,1411,3,1030,3090,CAAD8 Sora,Road,Elite Road,Aluminum,Ann Arbor Speed,Ann Arbor,MI
2014-09-01T00:00:00Z,27,1411,1,1250,1250,Synapse Disc Tiagra,Road,Endurance Road,Aluminum,Ann Arbor Speed,Ann Arbor,MI
2014-09-01T00:00:00Z,28,1411,1,3940,3940,Supersix Evo Red,Road,Elite Road,Carbon,Ann Arbor Speed,Ann Arbor,MI
2014-09-02T00:00:00Z,1,1412,1,870,870,Synapse Claris,Road,Endurance Road,Aluminum,Kansas City 29ers,Kansas City,KS
2014-09-02T00:00:00Z,2,1412,1,2660,2660,Synapse Carbon Disc 105,Road,Endurance Road,Carbon,Kansas City 29ers,Kansas City,KS
2014-09-02T00:00:00Z,3,1412,1,1250,1250,Synapse Disc Tiagra,Road,Endurance Road,Aluminum,Kansas City 29ers,Kansas City,KS
2014-09-02T00:00:00Z,4,1412,1,9060,9060,Scalpel-Si Race,Mountain,Cross Country Race,Carbon,Kansas City 29ers,Kansas City,KS
2014-09-02T00:00:00Z,5,1412,1,1410,1410,CAAD8 105,Road,Elite Road,Aluminum,Kansas City 29ers,Kansas City,KS
2014-09-02T00:00:00Z,1,1413,1,2770,2770,Beast of the East 1,Mountain,Trail,Aluminum,Pittsburgh Mountain Machines,Pittsburgh,PA
2014-09-02T00:00:00Z,2,1413,3,3500,10500,SuperX Hi-Mod CX1,Road,Cyclocross,Carbon,Pittsburgh Mountain Machines,Pittsburgh,PA
2014-09-02T00:00:00Z,3,1413,1,5970,5970,Trigger Carbon 2,Mountain,Over Mountain,Carbon,Pittsburgh Mountain Machines,Pittsburgh,PA
2014-09-02T00:00:00Z,4,1413,1,3200,3200,Slice Ultegra D12,Road,Triathalon,Carbon,Pittsburgh Mountain Machines,Pittsburgh,PA
2014-09-02T00:00:00Z,5,1413,1,5860,5860,Synapse Hi-Mod Dura Ace,Road,Endurance Road,Carbon,Pittsburgh Mountain Machines,Pittsburgh,PA
2014-09-02T00:00:00Z,6,1413,2,3200,6400,Scalpel 29 4,Mountain,Cross Country Race,Aluminum,Pittsburgh Mountain Machines,Pittsburgh,PA
2014-09-02T00:00:00Z,7,1413,1,3840,3840,Jekyll Carbon 3,Mountain,Over Mountain,Carbon,Pittsburgh Mountain Machines,Pittsburgh,PA
2014-09-02T00:00:00Z,8,1413,1,3200,3200,Scalpel-Si 5,Mountain,Cross Country Race,Aluminum,Pittsburgh Mountain Machines,Pittsburgh,PA
2014-09-02T00:00:00Z,9,1413,1,6390,6390,Scalpel-Si Carbon 2,Mountain,Cross Country Race,Carbon,Pittsburgh Mountain Machines,Pittsburgh,PA
2014-09-02T00:00:00Z,10,1413,1,1840,1840,F-Si 3,Mountain,Cross Country Race,Aluminum,Pittsburgh Mountain Machines,Pittsburgh,PA
2014-09-02T00:00:00Z,11,1413,2,5330,10660,Habit Carbon 2,Mountain,Trail,Carbon,Pittsburgh Mountain Machines,Pittsburgh,PA
2014-09-02T00:00:00Z,12,1413,1,7000,7000,Slice Hi-Mod Black Inc.,Road,Triathalon,Carbon,Pittsburgh Mountain Machines,Pittsburgh,PA
2014-09-02T00:00:00Z,13,1413,1,3730,3730,Synapse Carbon Disc Ultegra,Road,Endurance Road,Carbon,Pittsburgh Mountain Machines,Pittsburgh,PA
2014-09-02T00:00:00Z,14,1413,1,7460,7460,Synapse Hi-Mod Disc Red,Road,Endurance Road,Carbon,Pittsburgh Mountain Machines,Pittsburgh,PA
2014-09-02T00:00:00Z,15,1413,1,1520,1520,Trail 1,Mountain,Sport,Aluminum,Pittsburgh Mountain Machines,Pittsburgh,PA
2014-09-02T00:00:00Z,1,1414,1,3200,3200,Synapse Carbon Ultegra 3,Road,Endurance Road,Carbon,Louisville Race Equipment,Louisville,KY
2014-09-02T00:00:00Z,2,1414,2,4260,8520,CAAD12 Disc Dura Ace,Road,Elite Road,Aluminum,Louisville Race Equipment,Louisville,KY
2014-09-02T00:00:00Z,3,1414,1,2450,2450,SuperX Ultegra,Road,Cyclocross,Carbon,Louisville Race Equipment,Louisville,KY
2014-09-02T00:00:00Z,4,1414,2,10660,21320,Supersix Evo Hi-Mod Team,Road,Elite Road,Carbon,Louisville Race Equipment,Louisville,KY
2014-09-02T00:00:00Z,5,1414,1,3200,3200,Bad Habit 1,Mountain,Trail,Aluminum,Louisville Race Equipment,Louisville,KY
2014-09-02T00:00:00Z,6,1414,1,5860,5860,CAAD12 Black Inc,Road,Elite Road,Aluminum,Louisville Race Equipment,Louisville,KY
2014-09-02T00:00:00Z,1,1415,2,7460,14920,Synapse Hi-Mod Disc Red,Road,Endurance Road,Carbon,Albuquerque Cycles,Albuquerque,NM
2014-09-02T00:00:00Z,2,1415,1,1950,1950,Slice 105,Road,Triathalon,Carbon,Albuquerque Cycles,Albuquerque,NM
2014-09-02T00:00:00Z,3,1415,1,3500,3500,SuperX Hi-Mod CX1,Road,Cyclocross,Carbon,Albuquerque Cycles,Albuquerque,NM
2014-09-02T00:00:00Z,4,1415,2,1410,2820,CAAD8 105,Road,Elite Road,Aluminum,Albuquerque Cycles,Albuquerque,NM
2014-09-02T00:00:00Z,5,1415,1,585,585,Catalyst 2,Mountain,Sport,Aluminum,Albuquerque Cycles,Albuquerque,NM
2014-09-02T00:00:00Z,6,1415,1,2240,2240,Synapse Carbon 105,Road,Endurance Road,Carbon,Albuquerque Cycles,Albuquerque,NM
2014-09-02T00:00:00Z,7,1415,1,2770,2770,Beast of the East 1,Mountain,Trail,Aluminum,Albuquerque Cycles,Albuquerque,NM
2014-09-02T00:00:00Z,8,1415,1,2660,2660,Synapse Carbon Disc 105,Road,Endurance Road,Carbon,Albuquerque Cycles,Albuquerque,NM
2014-09-02T00:00:00Z,9,1415,1,1030,1030,CAAD8 Sora,Road,Elite Road,Aluminum,Albuquerque Cycles,Albuquerque,NM
2014-09-02T00:00:00Z,10,1415,1,705,705,Catalyst 1,Mountain,Sport,Aluminum,Albuquerque Cycles,Albuquerque,NM
2014-09-02T00:00:00Z,11,1415,1,3200,3200,Synapse Carbon Ultegra 3,Road,Endurance Road,Carbon,Albuquerque Cycles,Albuquerque,NM
2014-09-03T00:00:00Z,1,1416,1,1520,1520,Trail 1,Mountain,Sport,Aluminum,Denver Bike Shop,Denver,CO
2014-09-03T00:00:00Z,2,1416,1,2130,2130,Synapse Disc Adventure,Road,Endurance Road,Aluminum,Denver Bike Shop,Denver,CO
2014-09-03T00:00:00Z,3,1416,1,2240,2240,CAAD12 Ultegra,Road,Elite Road,Aluminum,Denver Bike Shop,Denver,CO
2014-09-03T00:00:00Z,4,1416,1,2660,2660,Bad Habit 2,Mountain,Trail,Aluminum,Denver Bike Shop,Denver,CO
2014-09-03T00:00:00Z,5,1416,1,1680,1680,CAAD12 105,Road,Elite Road,Aluminum,Denver Bike Shop,Denver,CO
2014-09-03T00:00:00Z,6,1416,1,3200,3200,Trigger Carbon 4,Mountain,Over Mountain,Carbon,Denver Bike Shop,Denver,CO
2014-09-03T00:00:00Z,7,1416,1,815,815,CAAD8 Claris,Road,Elite Road,Aluminum,Denver Bike Shop,Denver,CO
2014-09-03T00:00:00Z,8,1416,1,2700,2700,Slice Ultegra,Road,Triathalon,Carbon,Denver Bike Shop,Denver,CO
2014-09-03T00:00:00Z,9,1416,1,5330,5330,Scalpel 29 Carbon 2,Mountain,Cross Country Race,Carbon,Denver Bike Shop,Denver,CO
2014-09-03T00:00:00Z,10,1416,1,870,870,Synapse Claris,Road,Endurance Road,Aluminum,Denver Bike Shop,Denver,CO
2014-09-03T00:00:00Z,11,1416,1,2770,2770,Beast of the East 1,Mountain,Trail,Aluminum,Denver Bike Shop,Denver,CO
2014-09-03T00:00:00Z,12,1416,1,3200,3200,Bad Habit 1,Mountain,Trail,Aluminum,Denver Bike Shop,Denver,CO
2014-09-03T00:00:00Z,13,1416,1,415,415,Catalyst 4,Mountain,Sport,Aluminum,Denver Bike Shop,Denver,CO
2014-09-03T00:00:00Z,14,1416,4,815,3260,Trail 5,Mountain,Sport,Aluminum,Denver Bike Shop,Denver,CO
2014-09-04T00:00:00Z,1,1417,1,2700,2700,Slice Ultegra,Road,Triathalon,Carbon,Denver Bike Shop,Denver,CO
2014-09-04T00:00:00Z,2,1417,2,2340,4680,F-Si 1,Mountain,Cross Country Race,Aluminum,Denver Bike Shop,Denver,CO
2014-09-04T00:00:00Z,3,1417,1,585,585,Catalyst 2,Mountain,Sport,Aluminum,Denver Bike Shop,Denver,CO
2014-09-04T00:00:00Z,4,1417,4,705,2820,Catalyst 1,Mountain,Sport,Aluminum,Denver Bike Shop,Denver,CO
2014-09-04T00:00:00Z,5,1417,1,2130,2130,Beast of the East 2,Mountain,Trail,Aluminum,Denver Bike Shop,Denver,CO
2014-09-04T00:00:00Z,6,1417,1,3730,3730,Trigger Carbon 3,Mountain,Over Mountain,Carbon,Denver Bike Shop,Denver,CO
2014-09-04T00:00:00Z,7,1417,1,480,480,Catalyst 3,Mountain,Sport,Aluminum,Denver Bike Shop,Denver,CO
2014-09-04T00:00:00Z,8,1417,2,4260,8520,Scalpel 29 Carbon 3,Mountain,Cross Country Race,Carbon,Denver Bike Shop,Denver,CO
2014-09-04T00:00:00Z,9,1417,1,4480,4480,Habit Carbon SE,Mountain,Trail,Carbon,Denver Bike Shop,Denver,CO
2014-09-04T00:00:00Z,10,1417,1,8200,8200,Trigger Carbon 1,Mountain,Over Mountain,Carbon,Denver Bike Shop,Denver,CO
2014-09-04T00:00:00Z,11,1417,1,2880,2880,F-Si Carbon 4,Mountain,Cross Country Race,Carbon,Denver Bike Shop,Denver,CO
2014-09-04T00:00:00Z,12,1417,1,7460,7460,Habit Carbon 1,Mountain,Trail,Carbon,Denver Bike Shop,Denver,CO
2014-09-04T00:00:00Z,13,1417,1,1840,1840,Syapse Carbon Tiagra,Road,Endurance Road,Carbon,Denver Bike Shop,Denver,CO
2014-09-04T00:00:00Z,14,1417,1,1620,1620,Beast of the East 3,Mountain,Trail,Aluminum,Denver Bike Shop,Denver,CO
2014-09-04T00:00:00Z,15,1417,1,1750,1750,SuperX Rival CX1,Road,Cyclocross,Carbon,Denver Bike Shop,Denver,CO
2014-09-04T00:00:00Z,16,1417,1,3200,3200,Synapse Carbon Ultegra 3,Road,Endurance Road,Carbon,Denver Bike Shop,Denver,CO
2014-09-04T00:00:00Z,17,1417,1,3200,3200,Scalpel 29 4,Mountain,Cross Country Race,Aluminum,Denver Bike Shop,Denver,CO
2014-09-04T00:00:00Z,18,1417,1,815,815,Trail 5,Mountain,Sport,Aluminum,Denver Bike Shop,Denver,CO
2014-09-04T00:00:00Z,19,1417,1,2880,2880,Habit 4,Mountain,Trail,Aluminum,Denver Bike Shop,Denver,CO
2014-09-04T00:00:00Z,20,1417,1,3730,3730,Habit Carbon 3,Mountain,Trail,Carbon,Denver Bike Shop,Denver,CO
2014-09-04T00:00:00Z,1,1418,1,1030,1030,Synapse Sora,Road,Endurance Road,Aluminum,Miami Race Equipment,Miami,FL
2014-09-04T00:00:00Z,2,1418,1,5330,5330,Supersix Evo Hi-Mod Dura Ace 2,Road,Elite Road,Carbon,Miami Race Equipment,Miami,FL
2014-09-05T00:00:00Z,1,1419,1,1680,1680,CAAD12 105,Road,Elite Road,Aluminum,New Orleans Velocipedes,New Orleans,LA
2014-09-08T00:00:00Z,1,1420,1,3730,3730,Synapse Carbon Disc Ultegra,Road,Endurance Road,Carbon,Ann Arbor Speed,Ann Arbor,MI
2014-09-09T00:00:00Z,1,1421,1,3200,3200,CAAD12 Red,Road,Elite Road,Aluminum,Denver Bike Shop,Denver,CO
2014-09-09T00:00:00Z,2,1421,1,815,815,CAAD8 Claris,Road,Elite Road,Aluminum,Denver Bike Shop,Denver,CO
2014-09-09T00:00:00Z,3,1421,1,4500,4500,Slice Hi-Mod Dura Ace D12,Road,Triathalon,Carbon,Denver Bike Shop,Denver,CO
2014-09-09T00:00:00Z,4,1421,1,2060,2060,F-Si 2,Mountain,Cross Country Race,Aluminum,Denver Bike Shop,Denver,CO
2014-09-09T00:00:00Z,5,1421,1,2770,2770,Beast of the East 1,Mountain,Trail,Aluminum,Denver Bike Shop,Denver,CO
2014-09-09T00:00:00Z,1,1422,1,2660,2660,Synapse Carbon Disc 105,Road,Endurance Road,Carbon,Minneapolis Bike Shop,Minneapolis,MN
2014-09-09T00:00:00Z,2,1422,1,2060,2060,F-Si 2,Mountain,Cross Country Race,Aluminum,Minneapolis Bike Shop,Minneapolis,MN
2014-09-09T00:00:00Z,3,1422,1,870,870,Synapse Claris,Road,Endurance Road,Aluminum,Minneapolis Bike Shop,Minneapolis,MN
2014-09-09T00:00:00Z,4,1422,1,480,480,Catalyst 3,Mountain,Sport,Aluminum,Minneapolis Bike Shop,Minneapolis,MN
2014-09-09T00:00:00Z,5,1422,1,2880,2880,F-Si Carbon 4,Mountain,Cross Country Race,Carbon,Minneapolis Bike Shop,Minneapolis,MN
2014-09-09T00:00:00Z,6,1422,1,3200,3200,CAAD12 Red,Road,Elite Road,Aluminum,Minneapolis Bike Shop,Minneapolis,MN
2014-09-09T00:00:00Z,7,1422,1,11190,11190,F-Si Black Inc.,Mountain,Cross Country Race,Carbon,Minneapolis Bike Shop,Minneapolis,MN
2014-09-09T00:00:00Z,8,1422,2,1950,3900,Habit 6,Mountain,Trail,Aluminum,Minneapolis Bike Shop,Minneapolis,MN
2014-09-09T00:00:00Z,9,1422,1,1520,1520,Trail 1,Mountain,Sport,Aluminum,Minneapolis Bike Shop,Minneapolis,MN
2014-09-09T00:00:00Z,10,1422,1,9060,9060,Scalpel-Si Race,Mountain,Cross Country Race,Carbon,Minneapolis Bike Shop,Minneapolis,MN
2014-09-09T00:00:00Z,11,1422,1,2660,2660,Supersix Evo Ultegra 4,Road,Elite Road,Carbon,Minneapolis Bike Shop,Minneapolis,MN
2014-09-09T00:00:00Z,12,1422,3,3200,9600,Supersix Evo Ultegra 3,Road,Elite Road,Carbon,Minneapolis Bike Shop,Minneapolis,MN
2014-09-09T00:00:00Z,13,1422,1,3200,3200,Trigger Carbon 4,Mountain,Over Mountain,Carbon,Minneapolis Bike Shop,Minneapolis,MN
2014-09-09T00:00:00Z,14,1422,1,2130,2130,Fat CAAD2,Mountain,Fat Bike,Aluminum,Minneapolis Bike Shop,Minneapolis,MN
2014-09-09T00:00:00Z,15,1422,1,9590,9590,Synapse Hi-Mod Disc Black Inc.,Road,Endurance Road,Carbon,Minneapolis Bike Shop,Minneapolis,MN
2014-09-09T00:00:00Z,16,1422,1,415,415,Catalyst 4,Mountain,Sport,Aluminum,Minneapolis Bike Shop,Minneapolis,MN
2014-09-09T00:00:00Z,17,1422,1,3730,3730,Fat CAAD1,Mountain,Fat Bike,Aluminum,Minneapolis Bike Shop,Minneapolis,MN
2014-09-09T00:00:00Z,18,1422,1,1410,1410,CAAD8 105,Road,Elite Road,Aluminum,Minneapolis Bike Shop,Minneapolis,MN
2014-09-09T00:00:00Z,19,1422,2,5970,11940,Trigger Carbon 2,Mountain,Over Mountain,Carbon,Minneapolis Bike Shop,Minneapolis,MN
2014-09-09T00:00:00Z,20,1422,3,1570,4710,Synapse Disc 105,Road,Endurance Road,Aluminum,Minneapolis Bike Shop,Minneapolis,MN
2014-09-09T00:00:00Z,21,1422,2,2130,4260,Synapse Disc Adventure,Road,Endurance Road,Aluminum,Minneapolis Bike Shop,Minneapolis,MN
2014-09-09T00:00:00Z,1,1423,2,4260,8520,Supersix Evo Hi-Mod Utegra,Road,Elite Road,Carbon,San Francisco Cruisers,San Francisco,CA
2014-09-10T00:00:00Z,1,1424,1,2700,2700,Slice Ultegra,Road,Triathalon,Carbon,Phoenix Bi-peds,Phoenix,AZ
2014-09-10T00:00:00Z,2,1424,1,1410,1410,CAAD8 105,Road,Elite Road,Aluminum,Phoenix Bi-peds,Phoenix,AZ
2014-09-10T00:00:00Z,3,1424,1,2660,2660,Synapse Carbon Disc 105,Road,Endurance Road,Carbon,Phoenix Bi-peds,Phoenix,AZ
2014-09-10T00:00:00Z,1,1425,1,1950,1950,Slice 105,Road,Triathalon,Carbon,Nashville Cruisers,Nashville,TN
2014-09-10T00:00:00Z,2,1425,1,2770,2770,Beast of the East 1,Mountain,Trail,Aluminum,Nashville Cruisers,Nashville,TN
2014-09-10T00:00:00Z,3,1425,1,3200,3200,Jekyll Carbon 4,Mountain,Over Mountain,Carbon,Nashville Cruisers,Nashville,TN
2014-09-10T00:00:00Z,4,1425,2,2240,4480,Supersix Evo 105,Road,Elite Road,Carbon,Nashville Cruisers,Nashville,TN
2014-09-10T00:00:00Z,5,1425,1,2240,2240,CAAD12 Ultegra,Road,Elite Road,Aluminum,Nashville Cruisers,Nashville,TN
2014-09-10T00:00:00Z,6,1425,2,815,1630,CAAD8 Claris,Road,Elite Road,Aluminum,Nashville Cruisers,Nashville,TN
